Entry,Date,Author
"sözlükteki siyasetten bihaber suserlar kendisini eleştiriyorsa doğru yolda demektir. iyi parti merkez sağa, merkeze açılmaya devam ediyor. ilk günden itibaren %10' luk ülkücü/milliyetçi oya sıkışıp, mhp' den ümidi kesen mhp seçmeninin alternatif adresi olma politikası ciddi hataydı. zaten girdiği ilk seçimlerde en yüksek oyu dyp' nin eski kalelerinde alması bu durumun yanlışlığını kanıtladı. iyi parti merkeze yerleştikçe oy havuzu büyüyor.  ",08.04.2021 16:09,thor44
"--- spoiler ---bahçelievler katliamı’nda hayatını kaybedenler anılırken iyi parti genel başkanı meral akşener’in sosyal medya hesabından yaptığı paylaşımla balgat katliamcısını anması tepkilere neden oldu.iyi partili akşener, sosyal medya üzerinden, 1978 yılında ankara’da bir kahvenin taranarak 5 kişinin öldürüldüğü balgat katliamı’nı gerçekleştiren 2 ülkücüden biri olan, 12 eylül askeri cuntası tarafından ise 7 ekim 1980’de idam edilen mustafa pehlivanoğlu’nu andı. akşener, “inandıkları uğruna gözünü kırpmadan şehadete yürüyen mustafa’larımızın mücadelesi, türk milliyetçilerinin ruhu oldu… rahmet ve minnetler anıyorum” ifadelerini kullandı.--- spoiler ---meral mommy meral mommy hihihihi  ",09.04.2021 00:09,taranta babuya
"varmıdır ana yüreği gibi sığınacak yürek...bu vatanın evlatları nicedir soğuk ve yağmur altında.. ah be anne...sar kucağınla bu ülkeyi... hepimizin annesi ol, sev kucakla bizi..yolun açık olsun anne.sevgilerim ile ellerinden öpüyorum.annem gibi sarılıyorum. sana inanıyoruz anne...  ",09.04.2021 01:45,ilelebet payidar
sol kesim istiyor ki biz başa gelelim intikam alalım sağcıda diyor ki bunlar eskiden böyle yaptı intikam alalım yanlarına bırakmayalım.yani ortak kanı şu iki güruhta da birbirimizi sikelim bir gıdım ileri gidemeyelim.bu kadın bu leş kutuplaşmaya karşı en iyi alternatif ve oy vereceğim tek kişidir.  ,09.04.2021 19:54,presidentee
ikidir beni kendinden sogutan siyasetci. posta koymak nedir yahu?  ,09.04.2021 20:36,kor muhtar
günahını erdoğan'a vermez. amiral konusundaki sert çıkışı da erdoğan'a yaranmak için değil bu açıklama muhalefete zarar verdiği içindir. kadın 1 akp'li daha ikna etmek için aylardır sokakta. sağcıya güvenilmez falan argümanlarınızı geçin. o zaman mansur başkan'a da güvenmeyin. bu ülkede sağcının da solcunun da kötüsü var. tabii oran olarak sağcılarda kötü daha çok çıkıyor ama yaptığınız genellemeler saçma sapan genellemeler.kendisi şu an kılıçdaroğlu'ndan sonra en güvendiğim ikinci siyasetçidir. üçüncüsü de demirtaş hadi bakalım biraz faşist kudurtalım.  ,09.04.2021 20:42,paolomaldini
tam bir türk tipi siyasetçi dengesizliği/tutarsızlığı var kendisinde. mantıklı ve akıllı söylem ve eylemleri ile çelişen bir o kadar saçma sapan beyanatları da var. sanki... ne bileyim?! (bkz: dr jekyll ve mr hyde).  ,09.04.2021 20:43 ~ 20:44,akanabe
erdoğan'ın avukatlığını yapan siyasetçi.bu hamlesiyle ne kadar oy kaybettiğinin farkında değil...  ,09.04.2021 22:51,kibariye canavari
"emekli generallere soyledigi saygisiz sozler ve gozaltilara kayitsiz kalmasi elestirenlere trol yakistirmasi yapiliyordu. hatta bazi parti trolleri vermezsen verme oyunu filan diyorlardi. bu gun anketlerde cikan sonuc aksener in ne kadar vahim bir hata yaptigini, kendi secmeniyle kavga ettigini bir kez daha gosteriyor.aksoy arastirma sirketi iyi partili secmenin bildiriye karsi tutumunu arastirmis, iyi parti secmenin soyle dusunuyormus;darbe iması olan bir bildiridir: yuzde 16,7,emekli amirallerin güvenlik konusundaki görüşünü kapsayan bir bildiridir: yuzde 83,3.goruluyor ki iyi partinin 5/6 lik ezici bir secmen grubu aksener ile ayni goruste degil. bu secmen grubunun milliyetcilik ve laiklik duyarliligi yuksek. darbe bildirisi olarak goren 1/6 lik grup ise muhtemelen iyi partiye cumhur ittifaki blogundan gelen yeni secmen. parti yuzde 12-13 bandinda gezerken yuzde 15 e cikartan bu yeni secmen ilavesi olabilir. aksener akp den gelen bu yeni secmene mesaj vereyim derken elinde tuttugu buyuk kitleyi cok kizdirdi. bu grup kesinlikle aksener e sadik bir secmen degil. meral aksener in kasi gozu icin degil, akp nin gayri milli ve islamci cizgisine tepki olarak iyi partiye gelmisti. yuzer gezer sayilabilecek bu kitle sartlar olusursa bir anda iyi partiyi terkedebilir. meral mommy de akp den gelen bir iki puanlik yeni transferleriyle ligin en dibine cakiliverir. amaan, bu amiraller konusunu da niye bu kadar abartiyorlar, secmen sandikta yine kuzu kuzu verir diyenler var, maalesef kazın ayagi oyle degil. toplam oylarin yuzde 11-12 sini, iyi parti oylarinin da yuzde 80 ini olusturan laik milliyetci sag oylar icin milli konular ve laiklik olmazsa olmaz basliklar, bir nevi baraj sorusu. meral aksener bir duzeltme yapmazsa (ki su ana kadar cuvallamaya devam ediyor) bu secmen grubu bir anda meral i terkedebilir. bu durumda akp nin kapisina gitse bile elinde kalan yuzde 2-3 oyla kapi yuzune carpilir. bu amirallere daha da yuklenecekler, onlari surum surum surundurecekler. normalde uyduruk bir ifadeyle serbest birakilip takipsizlik verilmesi gereken bir bildiri var. emekli askerlere yasatilacak bu haksizligin faturasi artik akp ye degil meral aksener e yazilacaktir. bu anlamda iyi partinin gelecekte cizecegi rotanin kontrolu ilginc bicimde akp nin eline gecti. ıyi parti secmenlerini iyi tanisaniz bu amiraller mevzuunun partinin gelecegi icin anahtar konumuna gelecegini goreceksiniz. meral aksener ne yapip edip bu amiraller den ozur dilemeli, baska turlu partisinin tepetaklak olmasini engelleyemez. umit ozdag, muharrem ince gibi yeni parti adaylari iyi partinin milliyetci laik oylarina ac kurtlar gibi saldiracaklar, meral in bu muhalif karakterli oylari elinde tutabilmesi imkansiz. yakinda umit ozdag iyi partinin ele gecirilmis, ici bosaltilmis bir parti oldugu soylemine start verir. ınceye de destek lazim. iyi partinin bu büyük secmen grubu gecmiste zaten muharrem inceye oy vermisti, iyi kötü bir bağ var aralarinda. siyasette bir cuval inciri berbat etmek iste boyle oluyor. bu amiraller konusunda meral akp yi bastirayim derken kendi oyunuyla sirti yere geldi. chp bile suya sabuna dokunmadan olayi gecistirirken meral in ekibi (belki icerideki fetullahci grubun etkisiyle) boyle sacma sapan bir strateji ortaya koydu. bir sozle bu kadar sey mi olur diyenler turkiye siyasi yelpazesinin ne kadar sıkısık oldugunu hatirlasinlar. 2023 de bir sekilde muhalefet başa gelecek gibi görünuyor ama bu olay meral ilginc bir sekilde meral in siyasi kariyerine bile ölümcül tesir edebilir.  ",10.04.2021 02:43,sen gelsene bi
"siyasette bildiğim bir şey varsa keskin söylemlerden kaçınmak gerektiğidir. erdoğan gibi çok büyük bir hatip değilseniz, bir gün ak dediğinize ertesi gün kara dediğinizde inanacak kitleniz yoksa bu tür keskin çıkışların sizi kanatma riski her zaman vardır. akşener de “zevzek” gibi siyasi nezakete hiç de yakışmayan bir sözcüğü seçmeseydi geri dönüş yapabilirdi, ama söze bu kadar keskin girdikten sonra geri dönemiyorsun. bu kadın bazen erdoğan’dan fazla erdoğancı oluyor. yine italya’yla olan mezvuda öne atılmış, erdoğan’ı savunacağız diyor. allah akıl fikir versin. ben basit bir seçmen olarak hdp, chp ya da iyi parti’den birine oy vereceğim. hangisinin daha fazla ihtiyacı olursa. meral mommy öngörüsüzlükte bazen çığır açıyor. tam yıldızının en güçlü şekilde parladığı anda kendi ayağına sıktı resmen. emekli askerlerden özür dilemesi gerekirken yüne sağa sola “zevzek” demeye devam ediyor. dediğim gibi bu tip saldırgan söylemler siyasette sizi büyütmüyor. iki ucu keskin bıçak gibi. üstelik insanların zihinlerinde balyoz davaları tazeyken ve işin buraya evrilmesi çok da mümkünken akşener’in bu hassasiyeti okuyamaması büyük yeteneksizlik.  ",10.04.2021 09:02 ~ 09:04,aziz matta
"emekli amiraller bildirisinin detayları ortaya çıktıkça kendisinden özür dilenecek siyasetçidir. insanlar da sanıyor ki amiraller tek tip, tek görüşte. sızdırılma saati, metinde yapılan değişiklikler vs meral akşener’i haklı çıkaracaktır.bazen yürüttüğünüz mücadeleye en büyük zararı aynı safta olduklarınız veriyor. birisine sen aptalsın demek ile yaptığın aptallık demek arasındaki farkı idrak edemeyenler devam etsinler, akşener türk ordusunun amirallerine zevzek dedi, hakaret etti demeye. ne yapsın kadın, paragraf sorusu mu çözdürsün hepsine?eğer bu emekli amirallerin tamamı aynı fikirde ise ve yöntemde herhangi bir kusur görmüyorlarsa asıl o zaman yazık bu ülkeye. strateji konusunda uzman olmalarını beklediğimiz insanların haline bak. akp’nin değirmenine su taşıyorlar demek az kalır, akp’ye tam anlamıyla can suyu oluyorlar.sosyal medyada duyguyla hareket edip anlık tepki vermek iki satır yazmaya bakar. bu lafın öncesi nedir, söylenme amacı nedir, sonrası nedir diye düşünmek külfet geliyor bazılarımıza. siz de haklısınız, düşünmeye harcayacak zaman yok. ne de olsa hepiniz her şeyin en iyisini biliyorsunuz.  ",10.04.2021 09:28 ~ 09:29,bitakimseylerdegismeli
"15 temmuz öncesi ezici bir üstünlükle ordumuz bu ülkenin en güvenilen kurumu idi.akp şehitlik, ordu, adalet, yargı, liyakat kısacası aklınıza ülke sevgisi ile alakalı ne geliyorsa içini boşalttı.şimdi deseler ki diyanet erdoğan’a karşı, bu millet aynı gün laik olur.erdoğan ve yönetiminin bize kattığı en büyük davranışlardan bir tanesi de mağdur olmak.amiraller konusunu ele alırken şu yukarıdaki durumu gözardı etmemek lazımdı, “ya abi iyi hoş da biz şimdi bu açıklamayı bu adamı yine mağdur etmeyelim?”bakın bu ülkede darbe benzeri bir şeyler oldu, darbenin önüne geçemeyen mit başkanı da, ordusuna hakim olamayan genel kurmay başkanı da hala görevde. neden biliyor musunuz? erdoğan darbeden mağdur oldu çünkü.iyi partinin ilçe yönetiminde olan birisi olarak yazıyorum siyaset öyle kirli bir iştir ki, bazen istemediğiniz şeyleri sırf gerekiyor diye yapmak zorunda kalabilirsiniz.akp hala ıslak rüyalarında bir darbe daha olsa da seçimle gitmesek diye her gece dua edip yatarken amirallerin bildirisini tam olarak nasıl tanımlamak gerekiyordu?istemese de yanlış da olsa “koyun oyları için” açıklama yapmış lider.  ",10.04.2021 09:42,realist devekusu
"yapılan işlemi, tarzı, saati vb nedeniyle zevzeklik olarak tanımlamıştır ve haklıdır da. şimdi bir kumpas olduğu ortaya çıkınca bunun için de birkaç laf etmelidir. sonuçta bildiriye imza koyanların çoğunun da olayın bu şekilde seyrettiğini, eklemeler yapıldığını görünce ve medyada yer alış saatini de göz önüne alınca ''yapılan zevzeklik'' dediklerinden de eminim.  ",10.04.2021 09:42,a kompleman
ilk genel secimde oy verecegim siyasetci.  ,09.04.2021 10:41,neotyrant
zevzeklik şeklindeki nitelemesinin haklı olduğu ortaya çıkan siyasetçi. helal olsun..(bkz: 9 nisan 2021 amirallere kurulan kumpasın çökmesi)  ,09.04.2021 11:04,akrep yelkovan
"""doğu türkistan bir gün bağımsız olacak"" şeklinde söylemleri ile çin toprak bütünlüğünü tanımadığını ifade eden muhalefet lideri.bence bu tür söylemler devlet adamlığı vasfı ile çelişiyor. yarın onlar da sana güneydoğu bir gün kürdistan olacak, istanbul bir gün konstantinapolis olacak, doğu anadolu bir gün ermenistan olacak, trabzon birgün pontus olacak derse, ben de senin toprak bütünlüğünü tanımıyorum derse ağlamayacaksın o zaman.söylemlerde biraz sorumlu olunması gerekir. hele ki gelecekte süper güç olacağı öngörülen bir ülkeye karşı açık düşmanlık yapmak diplomasi ile ve denge politikalarıyla bağdaşmaz. bu şekilde yaparsanız abd'ye karşı elinde hiç bir koz kalmaz.  ",09.04.2021 11:08,komodin necmi
"erdoğan’a “diktatör” diyen italya başbakanına müsaade edemezlermiş.kendilerini çin büyükelçisine karşı kimse korumamış olabilirmiş ama yine de cumhurbaşkanına laf söyletemezlermiş.“biz içeride rekabet edebiliriz demokrasi sınırları içerisinde ama dışarıya karşı...” bla bla diye gidiyor.benzer şekilde erdoğan’a karşı dışarıdan yapılan eleştirilere siper olan faik öztrak beyefendi sanırım gecikmiş, “meral ana” daha hızlı davranmış bu kez.muhalif seçmenlere soruyorum sizin talebiniz, beklentiniz sadece bir rekabetten mi ibaret? yoksa haklarınız için mücadele edilmesini mi bekliyor, haksızlıkların hesabının sorulmasını mı istiyorsunuz?akp o kadar uzun süredir o kadar güç sahibi ki, muhalefeti bile istediği gibi dizayn etti. muhaliflik de bu çapsızlara kaldı işte. insanlar kendi evinde konuştukları için hapse giriyor, parasızlıktan intihar ediyor, özgürce sokakta bile yürüyemiyor bunlar çıkmış tatlı rekabet konuşmaları yapıyor.seçimle gitmez de ömrü yetmez veya kendi kenara çekilirse bile bize reva görülen alternatif bu tipler işte. o koltuklarda oturma pahasına defalarca hırsızlık, yolsuzluk, türlü insan hakları suçları işlemiş binlerce adamın elini kolunu sallayarak hayatına devam etmesini takas edecekler günü gelince, o da gelirse tabii.kendi kendilerine gitmesini beklemekten başka hiçbir şey yapmadıkları iktidara karşı, yine iktidarın seçmenine yalakalık peşinde koşuyorlar yıllardır. sizlere oy veren seçmen mecburen oy verecek ne olsa değil mi? muhalif insanlara tekrar soruyorum, siz gerçekten hakkınızın karşılığını alabildiğiniz, sizin hakkınızı yıllardır yiyenlere karşı bir şeyler yapma niyetinde olanları mı istiyorsunuz? yoksa yıllardır sizin emeklerinizin, özgürlüğünüzün üstünde tepinenlere ses çıkarmayanları mı?onlarla birlikte zenginleşen, zenginleşmese hatta acından ölse bile sırf sizden olanlara karşı dinmek bilmeyen kinleriyle on yıllardır başınıza gelenleri keyifle izleyenlere yalakalık yapan, onlara göre hizalananları mı?her zaman başka alternatif vardır. on yıllardır razı oluyorsunuz, artık olmayın. bu çapsızlara muhtaç değilsiniz. zaten en kötü gün bu, daha ne kadar kötü olabilir? lütfen razı olmayın, karşı çıkın, eleştirin. sizi cepte görmelerine izin vermeyin. akplilere değil sizlere şirinlik yapsınlar. zaten on yıllardır çekiyorsunuz, tüm yaşadıklarınızın üstüne bunların kurulup oturmasını mı izleyeceksiniz biraz da? zaten on yıllardır bir şeye yaramadıkları için bugünleri görebildi muktedirler. siz onlara muhtaç değilsiniz, onlar size muhtaç. unutmayın, siz akplilerin, dinci-milliyetçilerin ülkesinde azınlık, sığıntı değilsiniz.  ",09.04.2021 12:17 ~ 15:33,nasiyapalim
(bkz: truva atı)  ,09.04.2021 13:00,alphafucksbetabucks
"italya ile diplomatik krize ilişkin, “biz italya başbakanı'nın erdoğan'a posta koymasına müsaade etmeyiz” diyen iyi parti genel başkanı. ben artık bu “hükümet farklıdır devlet farklıdır” goygoyundan tiksinmeye başladım. erdoğan bir diktatördür demecinin suçlusu italya başbakanı değildir, erdoğan'ın ta kendisidir. bunu italya başbakanı da dese doğru doğrudur, sen en başta erdoğan diktatördür denecek zemini hazırlatmayacaktın. geçen amirallere zevzek demişti, şimdi de italya'yla olan krizde afedersiniz tayyip'i savunuyor. meral teyze beni bu demeçleriyle huzursuz etmeye başladı. umarım aklımı kurcalayan ama söyleyemediğim bir şey gerçekleşmez. meral teyze bırak italya başbakanı'nı. sen tayyip'e vuracaksın. daha sert vur, daha sert.  ",09.04.2021 19:01,ebmoldcity
"mhp'den ayrılmadan önceydi ve evet/hayır referandumu vardı sanıyorum o zamanlar. televizyonda ""recep tayyip erdoğan'la biz ailecek görüşürüz"", ""başkan olursa da tarafsız ve tüm halkı kucaklayacak bir başkan olacaktır"" gibi demeçleri vardı.son bir haftadır gündemle alakalı söylediklerini duyunca, devlet bahçeli buna boş yere ""evine dön artık"" demiyor diye düşünmeye başladım.  ",09.04.2021 19:30,malheiros
ağzından sayın erdoğan lafını düşürmeyen bitik teyze.  ,09.04.2021 19:32,on the bund
"siyasette ne alavere dalavereler döndüğünü gayet iyi bilmesine rağmen bildiri olayının perde arkasını, iç yüzünü, neler dönmüş olabileceğini hiç düşünmeden, bilmeden öğrenmeden hemen celallenmiş teyze. nerde o tecrübeli siyasetçi !?bildiriyi kim yazdı, kimler yazdırttı, kim servis etti, kimlerin haberi var, kimler göz yumdu,kimler gaza getirdi, bilgin var mı? bu kadar emin misin?adamlar daha savunma bile yapmadan zevzek diyorsun, o imzaları hangileri attı, gerçekten attı mı,ne kadar hakimsin olaya?  ",09.04.2021 19:42 ~ 19:46,mukatta
bahçeli’nin koltuğuna iyiden iyiye göz dikmiştir.  ,09.04.2021 19:45,effendy75
"""kaliteli yaşamak için vergi ödemiyoruz, vergi ödemek için kalitesiz yaşıyoruz."" diyen siyasetçi.sanki kendisi iktidarda olsa vergileri düşürecek. klasik türk sağcı tipi.  ",21.04.2021 12:17,29 mayis 1453 gunu hasta olan yeniceri
"amiralleri zorla iceride tutuyorlardi, hukuki hic bir gerekce yoktu, zaten hakim karsisina cikartilir cikartilmaz serbest kaldilar. meral de hala bir özür yok, bir yüz kızarmasi yok.  ",22.04.2021 12:33,sen gelsene bi
nereden geldiği unutulmaması gereken ülkücü eskisi.  ,22.04.2021 12:38,aleksei peshkov
"amirallere zevzeklik yapıyorlar diyor ama kendisi zevzekliğin alasını yapıyor aylardır. önceden de başlığına yazdım, güven veriyor dedim ama boş iş. ulan hala şu kaçak göç, yabancıya beleşe dağıtılan vatandaşlık ve ikametler vb. hususlarda tek kelime etmiyor. yeter lan. yurt dışındayım, yurt dışında deliriyorum, millet türkiye'de beşinci sınıf vatandaş olarak yaşamaktan memnun, muhalifler suskun. (bkz: iran'da aşı olamayıp türkiye'de aşı olan iranlı)hesabını sorsana? sorabilir misin? millet aşı bulamıyor, yakınlarını kaybediyor, sen hala kalkmış amiral'e zevzek, erdoğan'ı yedirmeyiz falan diyorsun. hakikaten yeter lan, hepiniz bokunuzda boğulun.  ",22.04.2021 12:43,dalaylamaninkabri
emekli amirallere dediği rahatlıkla sözde soykırımı anan hdp için de zevzek diyip demeyeceği merak edilen genel başkan  ,24.04.2021 12:43,dikis tutmaz sabri
"ajans izin vermedi galiba, sözde ermeni soykırımı ile ilgili küçük ortağa tek laf edememiş siyasi.  ",26.04.2021 17:02,iliklerinekadarask
hala özür dilemedi. bu utancla yasamaya devam edecek.  ,28.04.2021 10:20,sen gelsene bi
"bu kadın türkiyedeki en iyi siyaseti yapan kadındır bana göre. soktuğu lafları sıralasak, 10 tane beton istanbul yapılır. türkiye de kadın olmak artık daha zor iken, kadın başına çok büyük işler yapıyor. hiç kimse bunu inkar edemez. chp iktidara gelemezse, umarım türkiyenin ilk kadın cumhurbaşkanı olur. hatta koalisyon yapmalarını isterim. umarım o günleri görürüz. https://pasteboard.co/jzqkyhf.png",28.04.2021 16:27,tamyazacambigulmegeliyor
"ermeni soykırımını kabul eden biden'a geç cevap verdiği için, cumhurbaşkanına ""minnoş"" demesi çok büyük işler olarak lanse edilen iyi parti genel başkanı. ben hdp'ye önce sıralasaydı laflarını sonra cumhurbaşkanından sert açıklama beklemesinin neye faydası olacağını da açıklasaydı o zaman akıllı kadınmış dinlemekte fayda var derdim. bu haliyle abilerinin arkasına saklanıp karşı mahallenin abisini kızdırmaya çalışıyor gibi.  ",28.04.2021 16:32 ~ 16:39,hopeace
bugünkü grup toplantsında atanamayan genç öğretmen cansu zengin'i konuşmacı olarak davet etmiş.https://youtu.be/rklnyqyduhc,28.04.2021 19:34,bozo1
"kendi ayağına sıktığı falan yok. bir türlü anlamak istemediğiniz şey şu bu kadının hedefi kemik chp seçmeninin oyunu almak değil zaten biliyor ki chp'nin ulusalcıları şu anda iyi parti'de, geriye kalan kemik seçmen erdoğan'ın kellesini de alsa akşener'e oy vermez çünkü bu seçmen chp'den vazgeçmiyor ne olursa olsun. o zaman oyunuzu artırmanın yolu muhalif bir sağ parti olarak sağ seçmene mümkün olduğu kadar hitap etmekten geçiyor. meral akşener de şu an sağ seçmenin oyunu almaya çalışıyor. bu muhalif seçmenin hoşuna gitmeyebilir ancak bu ülkede %30-35'lik akp bloğunu parçalamadığınız sürece iktidar olamazsınız kafanız almıyor mu? ben stratejisini zekice buluyorum. erdoğan'ı hem döverim hem severim politikasıyla resmen seçmenin gözünde "" bu kadın doğruya doğru, eğriye eğri diyor "" profili oluşturuyor. anewliz.  ",10.04.2021 15:23,bicilmis kaptan
yavaş yavaş akp ile ittifak olmak için ortamı oluşturuyor. kime güvensek...  ,10.04.2021 16:19,tripiyo
"amiral vakasından sonra italya vakası da çıktı.amiralleri için zevzevk dedi ve şöyle savunma getirildi-e abi ne yapsın öyle demesin de amiralci, darbeci mi desinler?şimdi italya erdoğan'a posta koyamaz dedi-ne desin abi öyle demesin de dış güçlerle birlikte mi desinler? deniyor gidip akp'ye oy atsa:- ne yapsaydı abi akp'ye oy atmasın da vadan hayini mi dedirtsin kendine? diyecekler.şimdi meral hanım'ın, erdoğan iç siyasette kötü de dış politika da harika yeğenim diyen dayılardan farkı ne? ya da erdoğan'ı dış ülkelere yedirmeyiz, eleştirecekse biz eleştiririz diyen ortaokul çocuğu siyasetini mi yapacak?son zamanlarda erdoğan ne zaman düşse elinden tutuyor. bu açıklamalar akp kitlesine, bak abi erdoğan ile dış güçler uğraşıyor işte mesajı veriyor zaten. halbuki erdoğan'ın yanlış davrandığını halka anlatmalısın oy almak için. her olayda ""ben de erdoğan'ın yanındayım"" dersen adamlar e demek ki erdoğan harika işte der seçimde yine ona oy verir. kendi oylarını eritiyor diye düşünüyorum.  ",10.04.2021 16:24,eminmisin ki
partisinin belediyelerde çalışan mensuplarını ekşi sözlük'e salan hanımefendi. kendisi ve trollerinin zevzekliği tam gaz devam ediyor.  ,10.04.2021 16:25,science age
"solcuların zaten oy vermediği, bundan sonra da oy vermeyeceği, dolayısıyla cumhurbaşkanını uluslararası arenada savunduğu için kitlesini kaybetmeyecek siyasetçi.ekşide liberal sol * takılanlar ve hdpliler bir türlü anlamıyor ama chp'nin ulusalcı tabanı dahil büyük bir kesim devlet ayrı hükümet ayrı kafasında. devlet,hükümetin başının şahsında birleşse dahi hdpliler, sözde sosyal demokratlar, erdoğan nefreti her şeyin önüne geçmiş azınlık bir kısım dışında bu görüşten bu millet vazgeçmez. umarım da geçmez.* devletçilik düştüğünde sjw-woke-feminazi faşistleri epey kafa ütülüyor çünkü.* gerçi meral momy de faşist cinsiyetçi sözleşmeyi savunuyor da neyse.  ",10.04.2021 17:02 ~ 17:06,qronikvaka
fasist ve kalitesiz kadin.  ,10.04.2021 18:38,yedi yaprakli yonca
cumhur ittifakının yeni üyesi.  ,10.04.2021 20:01,false pretension
"emekli amirallerin bildirisi ve akşener’in buna tepkisi halkın sikinde falan değil.halk şu an canıyla uğraşıyor.esnaf bitik, çiftçi bitik herkes bitik.bu kadın şu an gri alanda olan kararsızların en çok kulak kabarttığı siyasetçi.%2 ulusalcının ne dediğinin önemi yok.önemli olan bu gri alandakilerin ne diyeceği.buraya oynayan seçim kazanır, azınlık ulusalcılara oynayan ise parti başkanlığını.bu kadın seçim kazanmak istiyor olay bu.  ",10.04.2021 20:36,mesir macunu aromali viagra
"erdoğana yanaşması mhp’nin zararına olur. yanaşırmış gibi görünmesini, akp’nin mhp ile ipleri koparana dek öyle bir halde bulunmasını isterdim.  ",11.04.2021 04:16,nautilus cosmos
"aptal dostun olacağına akıllı düşmanın olsun diye boşuna denmemiş. görevi başında bile olmayan, yaş haddi bulunan amiraller fikir ve ifade hürriyetine binaen bir açıklama yapmış. hanımefendi de ilk ben konuşacağım diye zevzek ifadesini kusmuş, zevzek sensin. amirallerin tırnağı etmezsin. ilgi budalası, prim meraklısı. böyle aptal dost olmaz olsun. şimdi adamların başına gelmeyen kalmadı, bunun için de sesini çıkarabilecek misin?  ",11.04.2021 05:42,alainderon
"rte : şeriat ilan ettim, bütün siyasi partileri de kapattım.akşener: gerçek gündemi örtmek istiyorlar, tuzağa düşmeyin. ülkemizin gündemi şeriat değil ekonomi.  ",28.04.2021 19:37 ~ 19:38,iyotsuz tuz
bu kadın neden her şeyi a.k partisinin gündem değiştirme çabası olarak görüyor? birisi anlatabilir mi?bugün alkol yasağı hakkında gelen soruya kaçamak yanıt vermiş ve a.k partisinin gündem değiştirme çabası şeklinde bir yanıt ile geçiştirmiştir.yahu ablacım her şeye böyle tepki vereceksen cumhur ittifakına katıl ya gerçekten. sorulan her şeye ekonomi kötü diyip devam ediyor.- efendim şeriat geldi ne diyorsunuz?- bunlar iktidar partisinin gündem değiştirme çabalarıdır.. asıl konuşmamız gereken ekonomidir.ayrıca bugün soruya cevap verirken sürekli “ıııı” demesi ne yapacağını bilmemesini gösteriyor.özet: 24 haziran seçimlerinde iyip'e oy veren elimi sikeyim.  ,28.04.2021 22:11 ~ 22:13,tourist eomer
"""bunlar iktidar partisinin gündem değiştirme çabalarıdır.. asıl konuşmamız gereken ekonomidir.""alkol yasağının sorulması üzerine meral akşener'de böyle diyor.hafta sonu yasaktı ses çıkarılmadı.17 gün yasak, aman tuzağa düşmeyelim gündem değiştirmeye çalışıyorlar.aman tuzağa düşmeyelim diye diye korkarım yarın 365 gün yasaklanacak ve üstüne şeriat ilan edilecek.sayın akşener sakın tuzağa düşmeyin, gündem değiştiriyorlar.  ",29.04.2021 00:01,lining
"sözlükteki muhalifler ""alkol"" yüzüne saldırmaya geçmiş. işte bu kafasız muhalif sürü yüzüne, akp hep iktidar. adamların tek derdi alkol olmuş. bir kılıçdar'a, bir akşener'e delirmiş gibi saldırıyorlar.ve tesadüfe bakın ki, aynı anda da ak troller twitter'da delirmiş gibi saldırıyor. fetö/pkk diye kudurmuş gibi kadına iftira saçıyorlar.hadi ak trolleri anlarım. mhp'yi yüzde 3-5'e mahkum etti. akp'den kopan oyları kendine çekti. kudurmaları normal de, bu muhaliflere ne oluyor ??.chp'ye, saldırırlar, iyi parti'ye saldırırlar, akşener'e saldırırlar, kılıçdaroğlu'na saldırırlar, imamoğlu'na, mansur'a saldırırlar.sonra çıkıp utanmadan ""akp nöyeee yözzdööö 35 derler"" sizler yüzüne!!.tanım: oylarını arttırdıkça birilerinin kuduz gibi saldırdığı ve hedef tahtasına koyduğu kişidir.  ",29.04.2021 23:32,kesesini kaybeden kanguru
"partisinin muhalifliği anayasal özgürlüklere kadarmış ifade özgürlüğü: ""amiraller gidip siyasi partiye üye olun öyle konuşun"" laiklik: ""bizim milletimiz ramazanda içmez"" milli değerlere hassasiyet: ""zevzek"" meral hanım bizim kendi 20 yıllık orijinal tayyibimiz var. tayyibin tabanı sizin gibi çakma tayyipçiğe oy vermez. chp küskünü muhaliflerden de oy alamayacağınız son 1 aylık süreçte yaptığınız rezillikler ile kesinleşti. sandıkta bol şans.ayrıca motrö ve lozan gibi ülkenin kilit taşı konumundaki uluslararası antlaşmalar anayasa dahil tüm kanunların çiğnenmesi hukuksuz yasaklar, gasp edilen haklar ve özgürlükler cumhuriyet kazanımları, laik devlet yapısı vs.kusura bakmayın ama patates soğan fiyatından çok daha önemli konulardır.neyse biz ramazanda içenler olarak sizin vatandaşınız değilmişiz zaten. en kısa sürede iptal ettiriyorum vatandaşlığımı swh",01.05.2021 03:19 ~ 10:38,efkarlibiri
"türkiye'nin aydınlık yüzü, geleceği.  ",01.05.2021 12:25,stabilo filosu
bi ara gerçekten inanılmaz popüler olup rüzgarı arkasına almıştı fakat zevzekler çıkışı ile nasıl bir anda halk sırtını döndü. siyaset gerçekten zor iş. alkol yasaklarına ali babacan kadar net cevap verememesi zaten şaşırtmadı.  ,01.05.2021 16:59,pastayiyindiyenkralice
